id,name,year,runtime,rating,genre,image,description,director,stars
8210,"Blind Date",1987,95,5.9,"Comedy, Romance",https://m.media-amazon.com/images/M/MV5BMGU1OTVhNTQtOTRmNy00OTUyLThmODQtY2Q0MjM3ZDg2YTQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"A workaholic needs a date for a dinner with new important clientele, but who his brother sets him up with could lead to disaster.","Blake Edwards","['Kim Basinger', 'Bruce Willis', 'John Larroquette', 'William Daniels']"
8211,"Rust Creek",2018,108,5.9,"Crime, Drama, Thriller",https://m.media-amazon.com/images/M/MV5BZGZmOTMxNmQtYmNlMS00ZDkwLTkyMDItYWFmY2I3ZGY3YzdiXkEyXkFqcGdeQXVyMTA2ODkwNzM5._V1_.jpg,"An overachieving college student gets lost on her way to a job interview. A wrong turn leaves her stranded deep in the Kentucky forest.","Jen McGowan","['Hermione Corfield', 'Jay Paulson', ""Sean O'Bryan"", 'Micah Hauptman']"
8212,"Final Analysis",1992,124,5.9,"Drama, Thriller",https://m.media-amazon.com/images/M/MV5BYjJhZGJlNGEtZWE3Ny00NWJhLTgyZTUtMTQ1NDZiZjNmY2VhXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,"A psychiatrist becomes romantically involved with the sister of one of his patients, but the influence of her controlling gangster husband threatens to destroy them both.","Phil Joanou","['Richard Gere', 'Kim Basinger', 'Uma Thurman', 'Eric Roberts']"
8213,"We Are What We Are",2013,105,5.9,"Drama, Horror, Thriller",https://m.media-amazon.com/images/M/MV5BMjI3NjI3NjAyN15BMl5BanBnXkFtZTgwODE3NzMxMDE@._V1_.jpg,"The Parkers, a reclusive family who follow ancient customs, find their secret existence threatened as a torrential downpour moves into their area, forcing daughters Iris and Rose to assume responsibilities beyond those of a typical family.","Jim Mickle","['Bill Sage', 'Ambyr Childers', 'Julia Garner', 'Wyatt Russell']"
8214,"Analyze That",2002,96,5.9,"Comedy, Crime",https://m.media-amazon.com/images/M/MV5BMTc0OTYwMzQ5OF5BMl5BanBnXkFtZTYwMzQyMDg5._V1_.jpg,"Mobster Paul Vitti is released into Dr. Ben Sobol's care, where only more chaos ensues.","Harold Ramis","['Robert De Niro', 'Billy Crystal', 'Lisa Kudrow', 'Joe Viterelli']"
8215,"Special Correspondents",2016,101,5.9,Comedy,https://m.media-amazon.com/images/M/MV5BMTQ2MzUwODQzMF5BMl5BanBnXkFtZTgwMTA5MDM0ODE@._V1_.jpg,"A radio journalist and his technician get in over their heads when they hatch a scheme to fake their own kidnapping during a rebel uprising in South America and hide out in New York instead.","Ricky Gervais","['Ricky Gervais', 'Eric Bana', 'Vera Farmiga', 'Kelly Macdonald']"
8216,"Hard Rain",1998,97,5.9,"Action, Crime, Drama",https://m.media-amazon.com/images/M/MV5BZTM5OGJkOGYtYWEyNy00MGI2LWI2NTctYTE0MTEyMTc3MmU5XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,"The partner and nephew of an armored-truck driver tries to prevent three million dollars from being taken by a gang during a catastrophic flooding caused by a severe storm.","Mikael Salomon","['Morgan Freeman', 'Christian Slater', 'Randy Quaid', 'Minnie Driver']"
8217,"My Life in Ruins",2009,98,5.9,"Comedy, Romance",https://m.media-amazon.com/images/M/MV5BOTE3MzQ2NzczNl5BMl5BanBnXkFtZTcwMjgyNDgzMg@@._V1_.jpg,"A disgruntled tour guide in Greece gains an unexpected new outlook on life thanks to one of the people on what she intends to be her last tour.","Donald Petrie","['Nia Vardalos', 'Richard Dreyfuss', 'Rachel Dratch', 'Alexis Georgoulis']"
8218,iBoy,2017,90,5.9,"Action, Crime, Sci-Fi",https://m.media-amazon.com/images/M/MV5BNjQxODM2MDAyM15BMl5BanBnXkFtZTgwODc4MTE0MTI@._V1_.jpg,"After being shot, Tom awakens from a coma to discover that fragments of his smartphone have been embedded in his head--and worse, that returning to normal teenage life is impossible because he has developed a strange set of superpowers.","Adam Randall","['Bill Milner', 'Maisie Williams', 'Miranda Richardson', 'Rory Kinnear']"
8219,"Jane Got a Gun",2015,98,5.9,"Action, Drama, Western",https://m.media-amazon.com/images/M/MV5BMTgwNDk0NDkwMl5BMl5BanBnXkFtZTgwNzYyNjA3NzE@._V1_.jpg,"A woman asks her ex-lover for help in order to save her outlaw husband from a gang out to kill him.","Gavin O'Connor","['Natalie Portman', 'Joel Edgerton', 'Ewan McGregor', 'Rodrigo Santoro']"
8220,"Let's Go to Prison",2006,84,5.9,"Comedy, Crime",https://m.media-amazon.com/images/M/MV5BMTQ2ODkxNDE1N15BMl5BanBnXkFtZTcwOTMzMjkzMQ@@._V1_.jpg,"When a career criminal's plan for revenge is thwarted by unlikely circumstances, he puts his intended victim's son in his place by putting him in prison...and then joining him.","Bob Odenkirk","['Dax Shepard', 'Will Arnett', 'Chi McBride', 'David Koechner']"
8221,Wiener-Dog,2016,88,5.9,"Comedy, Drama",https://m.media-amazon.com/images/M/MV5BMTc5ODU5MTM0OV5BMl5BanBnXkFtZTgwOTAzNzIwOTE@._V1_.jpg,"A dachshund passes from oddball owner to oddball owner, whose radically dysfunctional lives are all impacted by the pooch.","Todd Solondz","['Greta Gerwig', 'Keaton Nigel Cooke', 'Tracy Letts', 'Julie Delpy']"
8222,"Kiss of Death",1995,101,5.9,"Crime, Drama, Thriller",https://m.media-amazon.com/images/M/MV5BMmMwNmVkZDItY2UzNi00ZGE2LTlkOTUtNDNlOGJkZDNhYjVlXkEyXkFqcGdeQXVyNDAxNjkxNjQ@._V1_.jpg,"A reformed convict goes undercover with the help of an angry detective to ensnare a psychotic mobster.","Barbet Schroeder","['David Caruso', 'Samuel L. Jackson', 'Nicolas Cage', 'Helen Hunt']"
8223,G.B.F.,2013,92,5.9,"Comedy, Drama, Romance",https://m.media-amazon.com/images/M/MV5BMTkxNTk4MTU5Nl5BMl5BanBnXkFtZTgwOTY0NTE4MDE@._V1_.jpg,"What happens after Tanner is outed by his classmates and becomes the title ""gay best friend"" for three high school queen bees?","Darren Stein","['Michael J. Willett', 'Paul Iacono', 'Sasha Pieterse', 'Andrea Bowen']"
8224,"Tôkyô zankoku keisatsu",2008,110,5.9,"Action, Comedy, Horror",https://m.media-amazon.com/images/M/MV5BNTUwNjJhZmItZjc5OS00NjFhLThiNWYtZmZhYmE5ZDllZmM5XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,"In future Tokyo, a young woman in the privatized police force tracks down her father's killer while battling against mutant rebels known as engineers.","Yoshihiro Nishimura","['Eihi Shiina', 'Itsuji Itao', 'Yukihide Benny', 'Jiji Bû']"
8225,Pathology,2008,95,5.9,"Crime, Horror, Thriller",https://m.media-amazon.com/images/M/MV5BMTkzMTI1NzYyMV5BMl5BanBnXkFtZTcwODkyMTM2MQ@@._V1_.jpg,"A group of medical students devise a deadly game: to see which one of them can commit the perfect murder.","Marc Schölermann","['Alyssa Milano', 'Milo Ventimiglia', ""Keir O'Donnell"", 'Michael Weston']"
8226,Deathwatch,2002,94,5.9,"Drama, Horror, War",https://m.media-amazon.com/images/M/MV5BMjUwOWE2NjItOTAxNy00YTQyLTllYTAtMmQ3NDEzMzhjMzY1XkEyXkFqcGdeQXVyOTY0NzE2NTU@._V1_.jpg,"In the middle of World War I, nine British soldiers caught behind enemy lines seek refuge in a complex network of German trenches. What they soon discover is that they aren't alone - and it isn't a German soldier that's hunting them down.","M.J. Bassett","['Jamie Bell', 'Rúaidhrí Conroy', 'Mike Downey', 'Laurence Fox']"
8227,"Reno 911!: Miami",2007,80,5.9,"Comedy, Crime",https://m.media-amazon.com/images/M/MV5BNjkwOTk3MTAyNV5BMl5BanBnXkFtZTcwNjY5NzkyMw@@._V1_.jpg,"A rag-tag team of Reno cops are called in to save the day after a terrorist attack disrupts a national police convention in Miami Beach during spring break. Based on the Comedy Central series.","Robert Ben Garant","['Thomas Lennon', 'Robert Ben Garant', 'Kerri Kenney', 'Lennie Loftin']"
8228,"Just Wright",2010,101,5.9,"Comedy, Romance, Sport",https://m.media-amazon.com/images/M/MV5BMTQ5MTcxODQwNF5BMl5BanBnXkFtZTcwNDk1MjQyMw@@._V1_.jpg,"A physical therapist falls for the basketball player she is helping recover from a career-threatening injury.","Sanaa Hamri","['Queen Latifah', 'Common', 'Paula Patton', 'James Pickens Jr.']"
8229,"Immortel (ad vitam)",2004,103,5.9,"Drama, Sci-Fi, Thriller",https://m.media-amazon.com/images/M/MV5BMjYyMjBhYzktN2VlZS00MDcyLWI2MGEtN2YzOGI2NTk3M2Q1XkEyXkFqcGdeQXVyMzg2MzE2OTE@._V1_.jpg,"In the distant future, Earth is occupied by ancient gods and genetically altered humans. When a god is sentenced to death he seeks a new human host and a woman to bear his child.","Enki Bilal","['Linda Hardy', 'Thomas Kretschmann', 'Charlotte Rampling', 'Yann Collette']"
8230,"Mickey Blue Eyes",1999,102,5.9,"Comedy, Crime, Romance",https://m.media-amazon.com/images/M/MV5BNjIzNDQ4MDc5OV5BMl5BanBnXkFtZTYwNzI3MDM3._V1_.jpg,"An English auctioneer proposes to the daughter of a Mafia kingpin, only to realize that certain ""favors"" would be asked of him.","Kelly Makin","['Carl Gottlieb', 'Hugh Grant', 'Jeanne Tripplehorn', 'James Caan', 'Burt Young']"
8231,"200 Cigarettes",1999,101,5.9,"Comedy, Drama, Romance",https://m.media-amazon.com/images/M/MV5BNzhmMTdjNTEtYjk5OC00NTgzLThmNWYtZDU2YTVkNWQ0M2YyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"A collection of twentysomethings try to cope with relationships, loneliness, desire and their individual neuroses.","Risa Bramon Garcia","['Ben Affleck', 'Casey Affleck', 'Dave Chappelle', 'Guillermo Diaz']"
8232,Kuffs,1992,102,5.9,"Action, Comedy, Crime",https://m.media-amazon.com/images/M/MV5BNGQ1ZjFmYWEtMTRiYy00NGZhLThjZjctMzc1NjRkM2UxYTY4XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,"George Kuffs, 21, leaves a pregnant girlfriend. He visits his brother Brad to bum money off him. Brad's shot and George IDs the killer at SFPD but to no avail. He inherits Brad's patrol district. He keeps it to get the killer.","Bruce A. Evans","['Christian Slater', 'Milla Jovovich', 'Ric Roman Waugh', 'Steve Holladay']"
8233,Haunter,2013,97,5.9,"Fantasy, Horror, Mystery",https://m.media-amazon.com/images/M/MV5BMjEwNDc1MTI3Ml5BMl5BanBnXkFtZTgwNjI5ODU0MDE@._V1_.jpg,"A teenager is stuck in a time loop that is not quite the same each time. She must uncover the truth but her actions have consequences for herself and others.","Vincenzo Natali","['Abigail Breslin', 'Peter Outerbridge', 'Michelle Nolden', 'Stephen McHattie']"
8234,"Welcome to Me",2014,87,5.9,"Comedy, Drama",https://m.media-amazon.com/images/M/MV5BMTA0NTAyNTYwNDheQTJeQWpwZ15BbWU4MDY2ODcyNTQx._V1_.jpg,"When Alice Klieg wins the Mega-Millions lottery, she immediately quits her psychiatric meds and buys her own talk show.","Shira Piven","['Kristen Wiig', 'James Marsden', 'Linda Cardellini', 'Wes Bentley']"
8235,"Vice Versa",1988,98,5.9,"Comedy, Fantasy",https://m.media-amazon.com/images/M/MV5BNTlkZGZkOTktODZiZi00Yzc2LThlYTYtYzNkMDE3ZmE2ZWM1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"Divorced executive Marshall and his 11-year-old son Charlie casually touch a magical Tibetan skull, releasing a mysterious power that transfers Marshall's mind to Charlie's body and vice versa. Their problems have just begun.","Brian Gilbert","['Judge Reinhold', 'Fred Savage', 'Corinne Bohrer', 'Swoosie Kurtz']"
8236,"The Children",2008,84,5.9,"Horror, Mystery, Thriller",https://m.media-amazon.com/images/M/MV5BMTk0OTE4N2QtNDM4Yi00NzM5LThhYTQtMmMxNjcwYzE1NDYwXkEyXkFqcGdeQXVyMjQ0OTA1Nzc@._V1_.jpg,"A relaxing Christmas vacation turns into a terrifying fight for survival as the children begin to turn on their parents.","Tom Shankland","['Eva Birthistle', 'Stephen Campbell Moore', 'Jeremy Sheffield', 'Rachel Shelley']"
8237,"Dèmoni 2... l'incubo ritorna",1986,92,5.9,Horror,https://m.media-amazon.com/images/M/MV5BZjExNjA2NTktZWViYS00NTQyLWExM2UtZjZkNjhhZWM1ZGRlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,"A group of tenants and visitors are trapped in a 10-story high-rise apartment building infested with demons who proceed to hunt the dwindling humans down.","Lamberto Bava","['David Edwin Knight', 'Nancy Brilli', 'Coralina Cataldi-Tassoni', 'Bobby Rhodes']"
8238,"Street Trash",1987,91,5.9,"Comedy, Horror",https://m.media-amazon.com/images/M/MV5BMmE3ZDUyZWMtYWIwMy00ZmZmLWEwNTItN2NlMTQ2ZWQ3NDY3XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_.jpg,"A liquor store owner sells alcoholic beverages to homeless people, unaware of what the bottles actually contain: toxic brew.","J. Michael Muro","['Mike Lackey', 'Bill Chepil', 'Vic Noto', 'Mark Sferrazza']"
8239,"School for Scoundrels",2006,100,5.9,Comedy,https://m.media-amazon.com/images/M/MV5BMjE4MDQ4NjMxMl5BMl5BanBnXkFtZTYwMDE0NzU3._V1_.jpg,"A young guy short on luck enrolls in a class to build confidence to help win over the girl of his dreams, which becomes complicated when it turns out his teacher has the same agenda.","Todd Phillips","['Billy Bob Thornton', 'Jon Heder', 'Jacinda Barrett', 'Michael Clarke Duncan']"
8240,Backtrack,"I 2015",90,5.9,"Drama, Fantasy, Horror",https://m.media-amazon.com/images/M/MV5BMjQzNDY0OTk2MF5BMl5BanBnXkFtZTgwMDU4NTkyNzE@._V1_.jpg,"A psychotherapist has nightmares and sinister visions. Ghosts? Is it more than his daughter's death causing this? He returns to his childhood home and dad to put things to rest.","Michael Petroni","['Adrien Brody', 'Jenni Baird', 'Bruce Spence', 'Greg Poppleton']"
8241,Chi-Raq,2015,127,5.9,"Comedy, Crime, Drama",https://m.media-amazon.com/images/M/MV5BNTMwNzkxMDUxN15BMl5BanBnXkFtZTgwOTM5NjQzNzE@._V1_.jpg,"A modern day adaptation of the ancient Greek play Lysistrata by Aristophanes, set against the backdrop of gang violence in Chicago, Illinois.","Spike Lee","['Nick Cannon', 'Teyonah Parris', 'Wesley Snipes', 'Angela Bassett']"
8242,"Robinson Crusoe",1997,105,5.9,"Adventure, Drama",https://m.media-amazon.com/images/M/MV5BZmIyMmFlNWYtYjQyNi00MTZiLTg3ZDktNDRmNjYxOGViOTJlXkEyXkFqcGdeQXVyODg1MTc3MTM@._V1_.jpg,"1703: Robinson Crusoe has to leave Scotland for a year, but after months sailing, a storm wrecks his ship. He ends up as only survivor on a desolate island.","Rod Hardy","['George Miller', 'Pierce Brosnan', 'William Takaku', 'Polly Walker', 'Ian Hart']"
8243,"Life Stinks",1991,92,5.9,Comedy,https://m.media-amazon.com/images/M/MV5BZGYzNWQ3MDItNjQ1Yi00MGI0LTg2NzYtMzhkOTAxYzk1ZjUyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"A filthy rich businessman bets a corporate rival that he can live on the streets of L.A. without the comforts of home or money, which proves to be tougher than he thought.","Mel Brooks","['Mel Brooks', 'Lesley Ann Warren', 'Jeffrey Tambor', 'Stuart Pankin']"
8244,"Jing cha gu shi 2013",2013,110,5.9,"Action, Crime, Drama",https://m.media-amazon.com/images/M/MV5BMjMzMjIyZTMtYjZiOS00YTU2LTlkOGUtOTlhZmMzNmE3OTAyXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_.jpg,"A man looking for the release of a long-time prisoner takes a police officer, his daughter, and a group of strangers hostage.","Sheng Ding","['Jackie Chan', 'Ye Liu', 'Tian Jing', 'Tao Yin']"
8245,"Grand Piano",2013,90,5.9,"Drama, Music, Mystery",https://m.media-amazon.com/images/M/MV5BMTk5ZTU1NzAtYzc1Ny00MjYzLWFiNTktMmZmOGJhMmViOGU0XkEyXkFqcGdeQXVyNjY0OTgxOTI@._V1_.jpg,"A pianist with stage fright endures a performance under the eyes of a mysterious sniper, who will shoot and kill him if a wrong note is played.","Eugenio Mira","['Elijah Wood', 'John Cusack', 'Kerry Bishé', 'Tamsin Egerton']"
8246,"Sex and Death 101",2007,117,5.9,"Comedy, Drama, Fantasy",https://m.media-amazon.com/images/M/MV5BMTI2ODc0NzgxNF5BMl5BanBnXkFtZTcwNTU3NTg1MQ@@._V1_.jpg,"A guy's life is turned around by an e-mail that includes the names of everyone he's had sex with--and ever will have sex with. His situation gets worse when he encounters a femme fatale (Ryder) who targets men guilty of sex crime.","Daniel Waters","['Robert Wisdom', 'Tanc Sade', 'Patton Oswalt', 'Simon Baker']"
8247,"Kataude mashin gâru",2008,96,5.9,"Action, Comedy, Horror",https://m.media-amazon.com/images/M/MV5BODEwMDRkNzItYzFkYS00NzYxLTllYjYtY2MzYWM4YTE1N2I3XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,"Maimed while seeking revenge, a girl becomes stronger than ever.","Noboru Iguchi","['Minase Yashiro', 'Asami', 'Nobuhiro Nishihara', 'Kentarô Shimazu']"
8248,"Cockneys vs Zombies",2012,88,5.9,"Action, Comedy, Horror",https://m.media-amazon.com/images/M/MV5BMTg3Njc4NDA0Ml5BMl5BanBnXkFtZTcwODA0NjkzOQ@@._V1_.jpg,"A gang of bank robbers fight their way out of a zombie-infested London.","Matthias Hoene","['Rasmus Hardiker', 'Harry Treadaway', 'Michelle Ryan', 'Ashley Thomas']"
8249,"The Distinguished Gentleman",1992,112,5.9,"Comedy, Crime",https://m.media-amazon.com/images/M/MV5BYWFhYjhmOGEtNWQ1Zi00NDY0LTg2MDQtN2FmZjk4NmFlOWM5XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,"A conman discovers during a ""job"" that US Congress is where the money is. ""Name recognition"" gets him elected. Will he develop a conscience?","Jonathan Lynn","['Eddie Murphy', 'Lane Smith', 'Sheryl Lee Ralph', 'Joe Don Baker']"
8250,"The Babe",1992,115,5.9,"Biography, Drama, Sport",https://m.media-amazon.com/images/M/MV5BM2Y1OTE3MzYtNmJkMy00Yzk1LWIyMGYtNDE1MmQ0MzIzZDgzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"Babe Ruth becomes a baseball legend but is unheroic to those who know him.","Arthur Hiller","['John Goodman', 'Kelly McGillis', 'Trini Alvarado', 'Bruce Boxleitner']"
8251,"Billy Bathgate",1991,106,5.9,"Crime, Drama, Thriller",https://m.media-amazon.com/images/M/MV5BZjJlMTRjOWEtYjVlNy00N2MyLWFiYzgtMjk2NmQ2YzU1ZDBjXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,"In the year 1935, a teen named Billy Bathgate finds first love while becoming the protégé of fledgling gangster Dutch Schultz.","Robert Benton","['Dustin Hoffman', 'Nicole Kidman', 'Loren Dean', 'Bruce Willis']"
8252,"The Night Listener",2006,91,5.9,"Crime, Drama, Horror",https://m.media-amazon.com/images/M/MV5BNDUwMGMxNzgtNzQ5MC00ZWEyLWI2ZDItNTRhZDgzZGE1ZTVkXkEyXkFqcGdeQXVyMTQ4NDY5OTc@._V1_.jpg,"In the midst of his crumbling relationship, a radio show host begins speaking to his biggest fan, a young boy, via the telephone. But when questions about the boy's identity come up, the host's life is thrown into chaos.","Patrick Stettner","['Robin Williams', 'Toni Collette', 'Rory Culkin', 'Joe Morton']"
8253,"Tiger Zinda Hai",2017,161,5.9,"Action, Adventure, Thriller",https://m.media-amazon.com/images/M/MV5BYTZhMmE3NzgtYmM0My00NmYyLWFlZjItZTVhMjUwNmQyNzUxXkEyXkFqcGdeQXVyMTkzOTcxOTg@._V1_.jpg,"When a group of Indian and Pakistani nurses are held hostage in Iraq by a terrorist organization, a secret agent is drawn out of hiding to rescue them.","Mehmet Tutkun","['Ali Abbas Zafar', 'Musa Muhammed Olayinka', 'Salman Khan', 'Katrina Kaif', 'Kumud Mishra', 'Angad Bedi']"
8254,"Trapped in Paradise",1994,111,5.9,"Adventure, Comedy, Crime",https://m.media-amazon.com/images/M/MV5BMWQ2MjExMzctNDFmNC00MGUwLTllMWItZWIxMDMxMzk1MTlmXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_.jpg,"Residents of a friendly Pennsylvania town foil three brothers' plan to rob a bank on Christmas Eve.","George Gallo","['Nicolas Cage', 'Jon Lovitz', 'Dana Carvey', 'Richard B. Shull']"
8255,"La horde",2009,90,5.9,"Action, Horror",https://m.media-amazon.com/images/M/MV5BMWNlYjg5OTktMjgyOC00MTJhLTlmMzItNWU4NjE5NDk1NjM4XkEyXkFqcGdeQXVyMTEyODk3NTgz._V1_.jpg,"An end of the world battle between gangsters, cops and zombies.","Yannick Dahan","['Benjamin Rocher', 'Claude Perron', 'Jean-Pierre Martins', 'Eriq Ebouaney', 'Aurélien Recoing']"
8256,"Then She Found Me",2007,100,5.9,"Comedy, Drama, Romance",https://m.media-amazon.com/images/M/MV5BMTk4ODYxNTYzOF5BMl5BanBnXkFtZTcwNjMwODg2MQ@@._V1_.jpg,"April, 39, wants a baby but her husband leaves her. When her adoptive mother dies, she's contacted by her bio mom, a TV talk show host. April starts seeing the divorced dad of one of her students at school.","Helen Hunt","['Helen Hunt', 'Colin Firth', 'Bette Midler', 'Matthew Broderick']"
8257,"Ringu 2",1999,95,5.9,"Horror, Mystery, Sci-Fi",https://m.media-amazon.com/images/M/MV5BY2I0ZWU0ZDYtNjc4Mi00ODJiLTljNzUtYzJiNTBhMmIxOGNlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"Reiko takes Yôichi into hiding when her son begins to display frightening powers. Meanwhile, Mai Takano and the authorities begin a desperate search for them, as the mysterious Ring curse spreads.","Hideo Nakata","['Miki Nakatani', 'Hitomi Satô', 'Kyôko Fukada', 'Fumiyo Kohinata']"
8258,"Les rivières pourpres 2 - Les anges de l'apocalypse",2004,100,5.9,"Action, Crime, Mystery",https://m.media-amazon.com/images/M/MV5BNzc5OTA4NDgtMjAzZi00MjFhLTk4OWQtNDRkNmNjZDNlN2FjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_.jpg,"Pierre Niemans faces the threat of the apocalypse while investigating a series of ritual murders.","Olivier Dahan","['Jean Reno', 'Benoît Magimel', 'Christopher Lee', 'Camille Natta']"
